Commune;Code commune;Code postal;Greffe;Type greffe
THIONVILLE;57672;57100;THIONVILLE;TC
METZERESCHE;57464;57920;THIONVILLE;TC
ALGRANGE;57012;57440;THIONVILLE;TC
KERLING LES SIERCK;57361;57480;THIONVILLE;TC
MANDEREN RITZING;57439;57480;THIONVILLE;TC
HAYANGE;57306;57240;THIONVILLE;TC
YUTZ;57757;57971;THIONVILLE;TC
ST JULIEN EN GENEVOIS;74243;74162;THONON-LES-BAINS;TC
ST JULIEN EN GENEVOIS;74243;74168;THONON-LES-BAINS;TC
EVIAN LES BAINS;74119;74502;THONON-LES-BAINS;TC
MENTHONNEX EN BORNES;74177;74350;THONON-LES-BAINS;TC
THONON LES BAINS;74281;74203;THONON-LES-BAINS;TC
ESSERT ROMAND;74114;74110;THONON-LES-BAINS;TC
COLLONGES SOUS SALEVE;74082;74160;THONON-LES-BAINS;TC
ST JULIEN EN GENEVOIS;74243;74165;THONON-LES-BAINS;TC
REYVROZ;74222;74200;THONON-LES-BAINS;TC
THONON LES BAINS;74281;74202;THONON-LES-BAINS;TC
CHALLONGES;74055;74910;THONON-LES-BAINS;TC
SIX FOURS LES PLAGES;83129;83183;TOULON;TC
TOULON;83137;83051;TOULON;TC
TOULON;83137;83079;TOULON;TC
LA SEYNE SUR MER;83126;83508;TOULON;TC
LA GARDE;83062;83956;TOULON;TC
BORMES LES MIMOSAS;83019;83234;TOULON;TC
HYERES;83069;83410;TOULON;TC
ST MAMET;31500;31110;TOULOUSE;TC
TOULOUSE;31555;31031;TOULOUSE;TC
TOULOUSE;31555;31057;TOULOUSE;TC
TOULOUSE;31555;31102;TOULOUSE;TC
TOULOUSE;31555;31105;TOULOUSE;TC
TOULOUSE;31555;31205;TOULOUSE;TC
BEAUMONT SUR LEZE;31052;31870;TOULOUSE;TC
LAGARDELLE SUR LEZE;31263;31870;TOULOUSE;TC
TOULOUSE;31555;31946;TOULOUSE;TC
JUZET D IZAUT;31245;31160;TOULOUSE;TC
ROUEDE;31461;31160;TOULOUSE;TC
TOULOUSE;31555;31189;TOULOUSE;TC
TOULOUSE;31555;31201;TOULOUSE;TC
LE PLAN;31425;31220;TOULOUSE;TC
AUSSEING;31030;31260;TOULOUSE;TC
LUX;31310;31290;TOULOUSE;TC
MONTCLAR LAURAGAIS;31368;31290;TOULOUSE;TC
TOULOUSE;31555;31307;TOULOUSE;TC
TOULOUSE;31555;31308;TOULOUSE;TC
MONTBRUN BOCAGE;31365;31310;TOULOUSE;TC
LABEGE;31254;31311;TOULOUSE;TC
VIEILLE TOULOUSE;31575;31320;TOULOUSE;TC
CASTANET TOLOSAN;31113;31326;TOULOUSE;TC
TOULOUSE;31555;31409;TOULOUSE;TC
ARNAUD GUILHEM;31018;31360;TOULOUSE;TC
SAVERES;31538;31370;TOULOUSE;TC
GEMIL;31216;31380;TOULOUSE;TC
CAZENEUVE MONTAUT;31134;31420;TOULOUSE;TC
LE FOUSSERET;31193;31430;TOULOUSE;TC
CHAUM;31139;31440;TOULOUSE;TC
DEYME;31161;31450;TOULOUSE;TC
BEAUVILLE;31055;31460;TOULOUSE;TC
BELLESSERRE;31062;31480;TOULOUSE;TC
CASTANET TOLOSAN;31113;31328;TOULOUSE;TC
RAMONVILLE ST AGNE;31446;31522;TOULOUSE;TC
MERENVIELLE;31339;31530;TOULOUSE;TC
BELESTA EN LAURAGAIS;31060;31540;TOULOUSE;TC
VAUX;31570;31540;TOULOUSE;TC
VILLENEUVE DE RIVIERE;31585;31800;TOULOUSE;TC
MURET;31395;31604;TOULOUSE;TC
FRONTON;31202;31620;TOULOUSE;TC
TOULOUSE;31555;31500;TOULOUSE;TC
TOULOUSE;31555;31095;TOULOUSE;TC
LOCHES;37132;37605;TOURS;TC
TOURS;37261;37923;TOURS;TC
TOURS;37261;37927;TOURS;TC
TOURS;37261;37942;TOURS;TC
ST AVERTIN;37208;37559;TOURS;TC
LA ROCHE CLERMAULT;37202;37500;TOURS;TC
AVRILLE LES PONCEAUX;37013;37340;TOURS;TC
CHEILLE;37067;37190;TOURS;TC
VERNOU SUR BRENNE;37270;37210;TOURS;TC
TOURS;37261;37060;TOURS;TC
TOURS;37261;37095;TOURS;TC
CHATEAU RENAULT;37063;37110;TOURS;TC
VILLEDOMER;37276;37110;TOURS;TC
COURCOUE;37087;37120;TOURS;TC
TOURS;37261;37003;TOURS;TC
TOURS;37261;37018;TOURS;TC
TOURS;37261;37039;TOURS;TC
TOURS;37261;37046;TOURS;TC
ST OULPH;10356;10170;TROYES;TC
VOUGREY;10443;10210;TROYES;TC
AIX VILLEMAUR PALIS;10003;10160;TROYES;TC
MONTAULIN;10245;10270;TROYES;TC
MONTGUEUX;10248;10300;TROYES;TC
VILLE SOUS LA FERTE;10426;10310;TROYES;TC
FAYS LA CHAPELLE;10147;10320;TROYES;TC
FULIGNY;10163;10200;TROYES;TC
URVILLE;10390;10200;TROYES;TC
TROYES;10387;10917;TROYES;TC
AVANT LES MARCILLY;10020;10400;TROYES;TC
GUMERY;10169;10400;TROYES;TC
LA LOUPTIERE THENARD;10208;10400;TROYES;TC
LA VENDUE MIGNOT;10402;10800;TROYES;TC
TROYES;10387;10004;TROYES;TC
TROYES;10387;10037;TROYES;TC
TROYES;10387;10043;TROYES;TC
TROYES;10387;10063;TROYES;TC
VILLY EN TRODES;10433;10140;TROYES;TC
ST WAAST;59548;59570;VALENCIENNES;TC
GOGNIES CHAUSSEE;59264;59600;VALENCIENNES;TC
ECUELIN;59188;59620;VALENCIENNES;TC
ST REMY CHAUSSEE;59542;59620;VALENCIENNES;TC
ORSINVAL;59451;59530;VALENCIENNES;TC
CARTIGNIES;59134;59244;VALENCIENNES;TC
HAVELUY;59292;59255;VALENCIENNES;TC
VALENCIENNES;59606;59304;VALENCIENNES;TC
HAUTMONT;59291;59330;VALENCIENNES;TC
CHATEAU L ABBAYE;59144;59230;VALENCIENNES;TC
MILLONFOSSE;59403;59178;VALENCIENNES;TC
FRESNES SUR ESCAUT;59253;59970;VALENCIENNES;TC
AVESNES SUR HELPE;59036;59365;VALENCIENNES;TC
AVESNES SUR HELPE;59036;59440;VALENCIENNES;TC
WALLERS TRELON;59633;59132;VALENCIENNES;TC
WAVRECHAIN SOUS DENAIN;59651;59220;VALENCIENNES;TC
RUFFIAC;56200;56140;VANNES;TC
VANNES;56260;56023;VANNES;TC
LIZIO;56112;56460;VANNES;TC
TREAL;56253;56140;VANNES;TC
BEGANNE;56011;56350;VANNES;TC
BRIGNAC;56025;56430;VANNES;TC
ST AVE;56206;56896;VANNES;TC
RADENAC;56189;56500;VANNES;TC
ST JEAN BREVELAY;56222;56660;VANNES;TC
PLOERMEL;56165;56805;VANNES;TC
LA GACILLY;56061;56219;VANNES;TC
MONTIGNY LE BRETONNEUX;78423;78884;VERSAILLES;TC
MONTIGNY LE BRETONNEUX;78423;78056;VERSAILLES;TC
MONTIGNY LE BRETONNEUX;78423;78061;VERSAILLES;TC
MONTIGNY LE BRETONNEUX;78423;78066;VERSAILLES;TC
MAISONS LAFFITTE;78358;78608;VERSAILLES;TC
MILON LA CHAPELLE;78406;78470;VERSAILLES;TC
AMATHAY VESIGNEUX;25016;25330;BESANCON;TC
VAIRE;25575;25220;BESANCON;TC
LES VILLEDIEU;25619;25240;BESANCON;TC
BESANCON;25056;25052;BESANCON;TC
BESANCON;25056;25079;BESANCON;TC
BESANCON;25056;25083;BESANCON;TC
BESANCON;25056;25033;BESANCON;TC
MONTBLANC;34166;34290;BEZIERS;TC
AGDE;34003;34308;BEZIERS;TC
FONTES;34103;34320;BEZIERS;TC
BEZIERS;34032;34566;BEZIERS;TC
BLOIS;41018;41581;BLOIS;TC
CHISSAY EN TOURAINE;41051;41400;BLOIS;TC
BLOIS;41018;41920;BLOIS;TC
ARTINS;41004;41800;BLOIS;TC
LES ESSARTS;41079;41800;BLOIS;TC
BLOIS;41018;41903;BLOIS;TC
CHATILLON SUR CHER;41043;41130;BLOIS;TC
GIEVRES;41097;41130;BLOIS;TC
BLOIS;41018;41031;BLOIS;TC
BLOIS;41018;41034;BLOIS;TC
BLOIS;41018;41976;BLOIS;TC
ST AVIT;41202;41170;BLOIS;TC
NAVEIL;41158;41100;BLOIS;TC
VILLIERS SUR LOIR;41294;41100;BLOIS;TC
BOISSEAU;41019;41290;BLOIS;TC
ST HILAIRE LA GRAVELLE;41214;41160;BLOIS;TC
OIGNY;41165;41170;BLOIS;TC
VILLENEUVE FROUVILLE;41284;41290;BLOIS;TC
NOURRAY;41163;41310;BLOIS;TC
ST VIATRE;41231;41210;BLOIS;TC
BEAUCE LA ROMAINE;41173;41240;BLOIS;TC
ROISSY CH DE GAULLE;95528;95950;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95959;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95918;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95920;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95943;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95714;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95988;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95948;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95936;BOBIGNY;TC
BOBIGNY;93008;93905;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95716;BOBIGNY;TC
AULNAY SOUS BOIS;93005;93603;BOBIGNY;TC
AULNAY SOUS BOIS;93005;93605;BOBIGNY;TC
AULNAY SOUS BOIS;93005;93609;BOBIGNY;TC
PANTIN;93055;93695;BOBIGNY;TC
BOBIGNY;93008;93731;BOBIGNY;TC
VILLEPINTE;93078;93426;BOBIGNY;TC
NEUILLY SUR MARNE;93050;93332;BOBIGNY;TC
NEUILLY SUR MARNE;93050;93334;BOBIGNY;TC
ST DENIS;93066;93203;BOBIGNY;TC
LES LILAS;93045;93265;BOBIGNY;TC
NOISY LE GRAND;93051;93161;BOBIGNY;TC
NOISY LE GRAND;93051;93167;BOBIGNY;TC
BAGNOLET;93006;93175;BOBIGNY;TC
NOISY LE SEC;93053;93132;BOBIGNY;TC
BONDY;93010;93142;BOBIGNY;TC
BOBIGNY;93008;93000;BOBIGNY;TC
ARTIGUES PRES BORDEAUX;33013;33370;BORDEAUX;TC
TRESSES;33535;33370;BORDEAUX;TC
LE TEICH;33527;33470;BORDEAUX;TC
AVENSAN;33022;33480;BORDEAUX;TC
LESTIAC SUR GARONNE;33241;33550;BORDEAUX;TC
BALIZAC;33026;33730;BORDEAUX;TC
BORDEAUX;33063;33737;BORDEAUX;TC
CROIGNON;33141;33750;BORDEAUX;TC
CAUVIGNAC;33113;33690;BORDEAUX;TC
BORDEAUX;33063;33002;BORDEAUX;TC
HOURTIN;33203;33162;BORDEAUX;TC
BORDEAUX;33063;33036;BORDEAUX;TC
ST MEDARD EN JALLES;33449;33169;BORDEAUX;TC
GRADIGNAN;33192;33170;BORDEAUX;TC
ORIGNE;33310;33113;BORDEAUX;TC
LA REOLE;33352;33190;BORDEAUX;TC
BIEUJAC;33050;33210;BORDEAUX;TC
CISSAC MEDOC;33125;33250;BORDEAUX;TC
ARCACHON;33009;33318;BORDEAUX;TC
BEGLES;33039;33322;BORDEAUX;TC
REBERGUES;62692;62850;BOULOGNE-SUR-MER;TC
ESTREELLES;62315;62170;BOULOGNE-SUR-MER;TC
MORINGHEM;62592;62910;BOULOGNE-SUR-MER;TC
SENLIS;62790;62310;BOULOGNE-SUR-MER;TC
SEMPY;62787;62170;BOULOGNE-SUR-MER;TC
HAMES BOUCRES;62408;62340;BOULOGNE-SUR-MER;TC
BOUVELINGHEM;62169;62380;BOULOGNE-SUR-MER;TC
CLETY;62229;62380;BOULOGNE-SUR-MER;TC
NIELLES LES BLEQUIN;62613;62380;BOULOGNE-SUR-MER;TC
BOURG EN BRESSE;1053;1056;BOURG-EN-BRESSE;TC
MONTAGNIEU;1255;1470;BOURG-EN-BRESSE;TC
CHANOZ CHATENAY;1084;1400;BOURG-EN-BRESSE;TC
PARVES ET NATTAGES;1286;1300;BOURG-EN-BRESSE;TC
CERTINES;1069;1240;BOURG-EN-BRESSE;TC
BREGNIER CORDON;1058;1300;BOURG-EN-BRESSE;TC
GARIGNY;18099;18140;BOURGES;TC
JUSSY LE CHAUDRIER;18120;18140;BOURGES;TC
PRECY;18184;18140;BOURGES;TC
MEILLANT;18142;18200;BOURGES;TC
BANNEGON;18021;18210;BOURGES;TC
SANTRANGES;18243;18240;BOURGES;TC
LA CHAPELOTTE;18051;18250;BOURGES;TC
CREZANCY EN SANCERRE;18079;18300;BOURGES;TC
JALOGNES;18116;18300;BOURGES;TC
NOHANT EN GRACAY;18167;18310;BOURGES;TC
BREST;29019;29607;BREST;TC
BREST;29019;29211;BREST;TC
ST GENIEZ O MERLE;19205;19220;BRIVE;TC
CORNIL;19061;19150;BRIVE;TC
BEAULIEU SUR DORDOGNE;19019;19120;BRIVE;TC
TULLE;19272;19010;BRIVE;TC
TULLE;19272;19016;BRIVE;TC
TULLE;19272;19019;BRIVE;TC
SEULLINE;14579;14310;CAEN;TC
ST EUSEBE;71412;71210;CHALON-SUR-SAONE;TC
SAULES;71503;71390;CHALON-SUR-SAONE;TC
ANTULLY;71010;71400;CHALON-SUR-SAONE;TC
AUTUN;71014;71402;CHALON-SUR-SAONE;TC
MONTRET;71319;71440;CHALON-SUR-SAONE;TC
GENOUILLY;71214;71460;CHALON-SUR-SAONE;TC
MONTCEAU LES MINES;71306;71305;CHALON-SUR-SAONE;TC
CHALON SUR SAONE;71076;71317;CHALON-SUR-SAONE;TC
CHALON SUR SAONE;71076;71326;CHALON-SUR-SAONE;TC
LES RIVIERES HENRUEL;51463;51300;CHALONS-EN-CHAMPAGNE;TC
FAUX VESIGNEUL;51244;51320;CHALONS-EN-CHAMPAGNE;TC
PRINGY;51446;51300;CHALONS-EN-CHAMPAGNE;TC
TOGNY AUX BOEUFS;51574;51240;CHALONS-EN-CHAMPAGNE;TC
THIBIE;51566;51510;CHALONS-EN-CHAMPAGNE;TC
VAL DES MARAIS;51158;51130;CHALONS-EN-CHAMPAGNE;TC
CHALONS EN CHAMPAGNE;51108;51036;CHALONS-EN-CHAMPAGNE;TC
BEAUSSAULT;76065;76870;DIEPPE;TC
BEAUVAL EN CAUX;76063;76890;DIEPPE;TC
BIVILLE LA BAIGNARDE;76096;76890;DIEPPE;TC
GREUVILLE;76327;76810;DIEPPE;TC
DIEPPE;76217;76371;DIEPPE;TC
HAUSSEZ;76345;76440;DIEPPE;TC
LE FOSSE;76277;76440;DIEPPE;TC
ST VAAST D EQUIQUEVILLE;76652;76510;DIEPPE;TC
CRIQUIERS;76199;76390;DIEPPE;TC
NULLEMONT;76479;76390;DIEPPE;TC
AUZOUVILLE SUR SAANE;76047;76730;DIEPPE;TC
GROSBOIS LES TICHEY;21311;21250;DIJON;TC
EBATY;21236;21190;DIJON;TC
MAVILLY MANDELOT;21397;21190;DIJON;TC
QUETIGNY;21515;21803;DIJON;TC
CRECEY SUR TILLE;21211;21120;DIJON;TC
ST MAURICE SUR VINGEANNE;21562;21610;DIJON;TC
GILLY LES CITEAUX;21297;21640;DIJON;TC
MONTBARD;21425;21503;DIJON;TC
CHATILLON SUR SEINE;21154;21407;DIJON;TC
PERNAND VERGELESSES;21480;21420;DIJON;TC
MANLAY;21375;21430;DIJON;TC
IVRY EN MONTAGNE;21318;21340;DIJON;TC
BOUSSEY;21097;21350;DIJON;TC
BELLENEUVE;21060;21310;DIJON;TC
DIJON;21231;21092;DIJON;TC
TART L ABBAYE;21621;21110;DIJON;TC
LOUVIERS;27375;27406;EVREUX;TC
LOUVIERS;27375;27409;EVREUX;TC
ST PIERRE DES FLEURS;27593;27370;EVREUX;TC
VANDRIMARE;27670;27380;EVREUX;TC
EVRY COURCOURONNES;91228;91047;EVRY;TC
RIS ORANGIS;91521;91139;EVRY;TC
VILLEJUST;91666;91140;EVRY;TC
EVRY COURCOURONNES;91228;91023;EVRY;TC
EVRY COURCOURONNES;91228;91029;EVRY;TC
EVRY COURCOURONNES;91228;91042;EVRY;TC
STE GENEVIEVE DES BOIS;91549;91707;EVRY;TC
BONDOUFLE;91086;91079;EVRY;TC
CORBEIL ESSONNES;91174;91104;EVRY;TC
WISSOUS;91689;91784;EVRY;TC
GIRONVILLE SUR ESSONNE;91273;91720;EVRY;TC
CORBEIL ESSONNES;91174;91816;EVRY;TC
EPINAY SOUS SENART;91215;91860;EVRY;TC
MORIGNY CHAMPIGNY;91433;91150;EVRY;TC
ST SULPICE DE FAVIERES;91578;91910;EVRY;TC
ST GERMAIN LES ARPAJON;91552;91180;EVRY;TC
DRAVEIL;91201;91215;EVRY;TC
MORANGIS;91432;91424;EVRY;TC
ST CYR LA RIVIERE;91544;91690;EVRY;TC
LONGJUMEAU;91345;91698;EVRY;TC
LA BASTIDE DU SALAT;9041;9160;FOIX;TC
VERNAJOUL;9329;9000;FOIX;TC
STE LUCE;97227;97228;FORT-DE-FRANCE;TC
LE ROBERT;97222;97231;FORT-DE-FRANCE;TC
FORT DE FRANCE;97209;97259;FORT-DE-FRANCE;TC
LE LAMENTIN;97213;97294;FORT-DE-FRANCE;TC
PUGET SUR ARGENS;83099;83483;FREJUS;TC
PUGET SUR ARGENS;83099;83484;FREJUS;TC
ST RAPHAEL;83118;83701;FREJUS;TC
ST TROPEZ;83119;83992;FREJUS;TC
FOUILLOUSE;5057;5130;GAP;TC
LETTRET;5074;5130;GAP;TC
VALDOULE;5024;5150;GAP;TC
RIBEYRET;5117;5150;GAP;TC
L ARGENTIERE LA BESSEE;5006;5120;GAP;TC
ARVIEUX;5007;5350;GAP;TC
ST EUSEBE EN CHAMPSAUR;5141;5500;GAP;TC
LE GLAIZIL;5062;5800;GAP;TC
ANDON;6003;6460;GRASSE;TC
VALBONNE;6152;6560;GRASSE;TC
COURSEGOULES;6050;6140;GRASSE;TC
OZ EN OISANS;38289;38114;GRENOBLE;TC
FONTANIL CORNILLON;38170;38120;GRENOBLE;TC
BEAUCROISSANT;38030;38140;GRENOBLE;TC
REAUMONT;38331;38140;GRENOBLE;TC
CORPS;38128;38970;GRENOBLE;TC
GRENOBLE;38185;38021;GRENOBLE;TC
GRENOBLE;38185;38026;GRENOBLE;TC
GRENOBLE;38185;38046;GRENOBLE;TC
GRENOBLE;38185;38050;GRENOBLE;TC
CHIRENS;38105;38850;GRENOBLE;TC
QUAIX EN CHARTREUSE;38328;38950;GRENOBLE;TC
ST VINCENT DE MERCUZE;38466;38660;GRENOBLE;TC
LA TRONCHE;38516;38705;GRENOBLE;TC
VOIRON;38563;38516;GRENOBLE;TC
VOIRON;38563;38517;GRENOBLE;TC
LA PIERRE;38303;38570;GRENOBLE;TC
COGNET;38116;38350;GRENOBLE;TC
LAFFREY;38203;38220;GRENOBLE;TC
BESSINS;38041;38160;GRENOBLE;TC
ST ANTOINE L ABBAYE;38359;38160;GRENOBLE;TC
PEYRABOUT;23150;23000;GUERET;TC
ST LEGER LE GUERETOIS;23208;23000;GUERET;TC
GUERET;23096;23008;GUERET;TC
ST MARTIAL LE VIEUX;23215;23100;GUERET;TC
AZAT CHATENET;23014;23210;GUERET;TC
JOUILLAT;23101;23220;GUERET;TC
GOUZON;23093;23230;GUERET;TC
ST SILVAIN SOUS TOULX;23243;23140;GUERET;TC
ST YRIEIX LES BOIS;23250;23150;GUERET;TC
LEPAUD;23106;23170;GUERET;TC
ST DOMET;23190;23190;GUERET;TC
MOUTIER ROZEILLE;23140;23200;GUERET;TC
POUSSANGES;23158;23500;GUERET;TC
ST SILVAIN BAS LE ROC;23240;23600;GUERET;TC
CHATELARD;23055;23700;GUERET;TC
LADAPEYRE;23102;23270;GUERET;TC
PARSAC RIMONDEIX;23149;23140;GUERET;TC
LAFAT;23103;23800;GUERET;TC
AURIAT;23012;23400;GUERET;TC
MASBARAUD MERIGNAT;23126;23400;GUERET;TC
MERINCHAL;23131;23420;GUERET;TC
LE MONTEIL AU VICOMTE;23134;23460;GUERET;TC
MONACO CEDEX;99138;98057;Gie Infogreffe;None
MONACO CEDEX;99138;98059;Gie Infogreffe;None
MONACO CEDEX;99138;98073;Gie Infogreffe;None
MONACO CEDEX;99138;98006;Gie Infogreffe;None
MONACO CEDEX;99138;98037;Gie Infogreffe;None
LA FERRIERE;85089;85280;LA ROCHE-SUR-YON;TC
LA RABATELIERE;85186;85250;LA ROCHE-SUR-YON;TC
LA ROCHE SUR YON;85191;85919;LA ROCHE-SUR-YON;TC
ESSARTS EN BOCAGE;85084;85140;LA ROCHE-SUR-YON;TC
FOUSSAIS PAYRE;85094;85240;LA ROCHE-SUR-YON;TC
CHANTONNAY;85051;85112;LA ROCHE-SUR-YON;TC
LA MERLATIERE;85142;85140;LA ROCHE-SUR-YON;TC
STE FLAIVE DES LOUPS;85211;85150;LA ROCHE-SUR-YON;TC
FONTENAY LE COMTE;85092;85206;LA ROCHE-SUR-YON;TC
L EPINE;85083;85740;LA ROCHE-SUR-YON;TC
LE GUE DE VELLUIRE;85105;85770;LA ROCHE-SUR-YON;TC
CHASNAIS;85058;85400;LA ROCHE-SUR-YON;TC
ST MARTIN DE RE;17369;17410;LA ROCHELLE;TC
AYTRE;17028;17448;LA ROCHELLE;TC
LA ROCHELLE;17300;17002;LA ROCHELLE;TC
LA ROCHELLE;17300;17003;LA ROCHELLE;TC
LA ROCHELLE;17300;17016;LA ROCHELLE;TC
MONTROY;17245;17220;LA ROCHELLE;TC
ST MEDARD D AUNIS;17373;17220;LA ROCHELLE;TC
LA ROCHELLE;17300;17075;LA ROCHELLE;TC
LA ROCHELLE;17300;17085;LA ROCHELLE;TC
ROCHEFORT;17299;17308;LA ROCHELLE;TC
HIERS BROUAGE;17189;17320;LA ROCHELLE;TC
LA COUARDE SUR MER;17121;17670;LA ROCHELLE;TC
BREUIL MAGNE;17065;17870;LA ROCHELLE;TC
LES PORTES EN RE;17286;17880;LA ROCHELLE;TC
SIMPLE;53260;53360;LAVAL;TC
BONCHAMP LES LAVAL;53034;53062;LAVAL;TC
BONCHAMP LES LAVAL;53034;53075;LAVAL;TC
ST BERTHEVIN;53201;53946;LAVAL;TC
ANDOUILLE;53005;53240;LAVAL;TC
ST GEORGES SUR ERVE;53221;53600;LAVAL;TC
ST MARTIN DE CONNEE;53239;53160;LAVAL;TC
ST PIERRE LA COUR;53247;53410;LAVAL;TC
LA CHAPELLE AU RIBOUL;53057;53440;LAVAL;TC
MONTENAY;53155;53500;LAVAL;TC
BLANDOUET ST JEAN;53228;53270;LAVAL;TC
ST PIERRE SUR ERVE;53248;53270;LAVAL;TC
BANNES;53019;53340;LAVAL;TC
BRECE;53042;53120;LAVAL;TC
GORRON;53107;53120;LAVAL;TC
LAVAL;53130;53003;LAVAL;TC
DAON;53089;53200;LAVAL;TC
LAVAL;53130;53022;LAVAL;TC
LAVAL;53130;53086;LAVAL;TC
THIERGEVILLE;76688;76540;LE HAVRE;TC
TROUVILLE;76715;76210;LE HAVRE;TC
ANCRETTEVILLE SUR MER;76011;76540;LE HAVRE;TC
THEUVILLE AUX MAILLOTS;76686;76540;LE HAVRE;TC
EPOUVILLE;76238;76133;LE HAVRE;TC
MANEGLISE;76404;76133;LE HAVRE;TC
AUBERVILLE LA CAMPAGNE;76031;76170;LE HAVRE;TC
LE HAVRE;76351;76063;LE HAVRE;TC
LE HAVRE;76351;76076;LE HAVRE;TC
LE HAVRE;76351;76079;LE HAVRE;TC
LE HAVRE;76351;76088;LE HAVRE;TC
ANGERVILLE BAILLEUL;76012;76110;LE HAVRE;TC
GODERVILLE;76302;76110;LE HAVRE;TC
GRAINVILLE YMAUVILLE;76317;76110;LE HAVRE;TC
ST MACLOU LA BRIERE;76603;76110;LE HAVRE;TC
LE MANS;72181;72023;LE MANS;TC
STE OSMANE;72304;72120;LE MANS;TC
ST AUBIN DE LOCQUENAY;72266;72130;LE MANS;TC
LE MANS;72181;72043;LE MANS;TC
LE MANS;72181;72046;LE MANS;TC
LE MANS;72181;72100;LE MANS;TC
ROUESSE VASSE;72255;72140;LE MANS;TC
ST VINCENT DU LOROUER;72325;72150;LE MANS;TC
LA FLECHE;72154;72201;LE MANS;TC
CURES;72111;72240;LE MANS;TC
LA CHAPELLE ST FRAY;72066;72240;LE MANS;TC
MARCON;72183;72340;LE MANS;TC
DUREIL;72123;72270;LE MANS;TC
PIRMIL;72237;72430;LE MANS;TC
SABLE SUR SARTHE;72264;72300;LE MANS;TC
CHERRE AU;72080;72400;LE MANS;TC
JUPILLES;72153;72500;LE MANS;TC
MANSIGNE;72182;72510;LE MANS;TC
LE MANS;72181;72092;LE MANS;TC
ALLONNES;72003;72704;LE MANS;TC
ST VINCENT;43230;43800;LE PUY-EN-VELAY;TC
VILLENEUVE D ALLIER;43264;43380;LE PUY-EN-VELAY;TC
LE CHAMBON SUR LIGNON;43051;43400;LE PUY-EN-VELAY;TC
ESPALEM;43088;43450;LE PUY-EN-VELAY;TC
VAZEILLES LIMANDRE;43254;43320;LE PUY-EN-VELAY;TC
ST GERON;43191;43360;LE PUY-EN-VELAY;TC
BAINS;43018;43370;LE PUY-EN-VELAY;TC
CUBELLES;43083;43170;LE PUY-EN-VELAY;TC
PRESAILLES;43156;43150;LE PUY-EN-VELAY;TC
LA CHAPELLE GENESTE;43059;43160;LE PUY-EN-VELAY;TC
ST PHILIPPE DU SEIGNAL;33462;33220;LIBOURNE;TC
VAL DE LIVENNE;33380;33860;LIBOURNE;TC
GOURS;33191;33660;LIBOURNE;TC
ST SEURIN DE BOURG;33475;33710;LIBOURNE;TC
ST MARTIN LACAUSSADE;33441;33390;LIBOURNE;TC
LALANDE DE POMEROL;33222;33500;LIBOURNE;TC
ABZAC;33001;33230;LIBOURNE;TC
LE FIEU;33166;33230;LIBOURNE;TC
STE RADEGONDE;33468;33350;LIBOURNE;TC
PUISSEGUIN;33342;33570;LIBOURNE;TC
SAVIGNAC DE L ISLE;33509;33910;LIBOURNE;TC
ST CIERS D ABZAC;33387;33910;LIBOURNE;TC
ST DENIS DE PILE;33393;33910;LIBOURNE;TC
LILLE;59350;59788;LILLE METROPOLE;TC
ARMENTIERES;59017;59487;LILLE METROPOLE;TC
LILLE;59350;59014;LILLE METROPOLE;TC
LILLE;59350;59027;LILLE METROPOLE;TC
COMINES;59152;59557;LILLE METROPOLE;TC
LA MADELEINE;59368;59563;LILLE METROPOLE;TC
VILLENEUVE D ASCQ;59009;59493;LILLE METROPOLE;TC
LOOS;59360;59373;LILLE METROPOLE;TC
LAMBERSART;59328;59130;LILLE METROPOLE;TC
ENGLOS;59195;59320;LILLE METROPOLE;TC
WAMBRECHIES;59636;59108;LILLE METROPOLE;TC
LESQUIN;59343;59275;LILLE METROPOLE;TC
MARCQ EN BAROEUL;59378;59846;LILLE METROPOLE;TC
LILLE;59350;59045;LILLE METROPOLE;TC
NEUVIC ENTIER;87105;87130;LIMOGES;TC
LIMOGES;87085;87009;LIMOGES;TC
LIMOGES;87085;87090;LIMOGES;TC
SUSSAC;87194;87130;LIMOGES;TC
CHAMBORET;87033;87140;LIMOGES;TC
THOURON;87197;87140;LIMOGES;TC
VAULRY;87198;87140;LIMOGES;TC
ST SORNIN LA MARCHE;87179;87210;LIMOGES;TC
SAUVIAT SUR VIGE;87190;87400;LIMOGES;TC
NIEUL;87107;87510;LIMOGES;TC
RAZES;87122;87640;LIMOGES;TC
LIMOGES;87085;87918;LIMOGES;TC
LIMOGES;87085;87087;LIMOGES;TC
LIMOGES;87085;87063;LIMOGES;TC
CONDAT SUR VIENNE;87048;87920;LIMOGES;TC
LIMOGES;87085;87931;LIMOGES;TC
ST MATHIEU;87168;87440;LIMOGES;TC
LIMOGES;87085;87044;LIMOGES;TC
LIMOGES;87085;87029;LIMOGES;TC
